,url,title,date,author,category,tags,content_text,content_img_list
0,https://www.thisiscolossal.com/2022/07/great-women-painters-book/,Great Women Painters: An Enormous Volume Surveys the Work of 300 Artists Across 500 Years,"July 20, 2022",Grace Ebert,"['Art', 'History']","['#art history', '#books', '#painting', '#art history', '#books', '#painting']","In the same vein as Phaidon’s formidable Great Women Artists and African Artists, a forthcoming book from the publisher similarly widens the art historical canon while recognizing some of the most influential and impactful painters working in the medium today. The massive compilation, titled Great Women Painters, highlights more than 300 artists across 500 years and a vast array of movements and aesthetics. Arranged alphabetically, the book pairs icons like Yayoi Kusama, Frida Kahlo, and Leonora Carrington with contemporary artists, including Ewa Juszkiewicz, Katharina Grosse, and Wangari Mathenge, in a broad and diverse overview of the women who have had profound impacts on the world today. The nearly 350-page Great Women Painters will be released this fall and is currently available for pre-order from Bookshop.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/135-himid.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/138-hughes-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/151-jusziewicz-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/153-kahraman.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/192-mathenge.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-spread-1-3880.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-spread-4-3880.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/great-woman-painters-en-6328-3d-standing-front-3880.jpg
1,https://www.thisiscolossal.com/2022/07/cai-wei-qun-weaving-book/,An Elaborately Designed Book on Weaving Opens to Reveal a Fully Functional Loom,"July 20, 2022",Grace Ebert,"['Craft', 'Design']","['#books', '#Cai Wei Qun', '#weaving', '#books', '#Cai Wei Qun', '#weaving']","The swish of a shuttle moving from left to right as it carries threads through the warp might be described as a “xui” sound. A Taiwanese onomatopoeia, the auditory word is also the title of Cai Wei Qun’s elaborately constructed book on the craft, which opens to reveal a trove of history, techniques and tricks, and an entire loom tucked between its covers.The clever design is fully functional and able to produce tiny tapestries based on the patterns and practices described, making the book an immersive and accessible manual. “Traditional weaving tools are large and have complicated processes,” Wei Qun tells Colossal. “It is commonly difficult to experience. So we hope, by experiencing simple weaving processes, one can initiate ‘interest’ during the process (and) thoroughly understand the culture of weaving.”Wei Qun was recently awarded a Red Dot Design Award for the conceptual project, and you can find much more on the designer’s website and Instagram. (via Yanko Design)  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-7.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-3.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-4.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-5.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-6.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-2.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/weaving-1.jpg
2,https://www.thisiscolossal.com/2022/07/omozoc-tissue-box-video/,A Satisfying Stop-Motion Tutorial by omozoc Effortlessly Slices and Assembles a Wooden Box Entirely by Hand,"July 20, 2022",Grace Ebert,"['Animation', 'Design']","['#Omozoc', '#stop motion', '#video', '#wood', '#Omozoc', '#stop motion', '#video', '#wood']","﻿omozoc (previously) gives new meaning to handcrafted in one of his latest stop-motion tutorials. With a simple touch of his fingertip or nail zipping along the edge of a piece of wood, the animator appears to cut, bevel, and construct a tissue box without any outside tools or fasteners. Comprised of 791 individual photos, the seamless video took 22 days to complete and is part of omozoc’s growing archive of woodworking lessons, which you can find more of (make sure you turn your volume up to hear the incredibly satisfying audio) on YouTube.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/omozoc-.gif https://www.thisiscolossal.com/wp-content/uploads/2022/07/omozoc-4.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/omozoc-5.jpg
3,https://www.thisiscolossal.com/2022/07/karolina-romanowska-ceramic-masks/,Wildly Expressive Masks by Karolina Romanowska Freeze Contradictory Emotions in Ceramic,"July 19, 2022",Grace Ebert,['Art'],"['#ceramic', '#Karolina Romanowska', '#masks', '#sculpture', '#ceramic', '#Karolina Romanowska', '#masks', '#sculpture']","“Extremely resilient yet fragile” is how artist Karolina Romanowska describes the moody, anthropomorphic characters that comprise her series of sculptural works. Romanowska hand-builds a vast array of fantastical personas from clay, using a combination of slabs, coils, and molds to form flat tongues, individual teardrops, and horns with pointed tips. The contradictions inherent within the figures’ expressions are the conceptual counterpart to the ceramic material, she says, referring to both its ability to withstand fire and its propensity to fracture or burst upon impact.Based in Madison, Wisconsin, the artist gravitates toward colored slips to add dimension and texture to the stoneware pieces. “I find that material extremely giving as it’s reminiscent of my childhood days of playing in the dirt,” she tells Colossal. “Those were some of the most fun times I had as a child, engaging with my environment and transforming mud into pizzas, birds, and castles. Through mud, I am able to experience true freedom.”Today, that creative energy manifests in Romanowska’s ceramic practice, which spans three-dimensional sculptures and masks that vary from miniature to life-sized. Minimal in construction and playfully contemporary, the cheeky works also reference cultural and art historical traditions. “Masks are present wherever humans are. I am only repeating an act that has been done since the beginning of us. Used for rituals and entertainment, masks can hide or reveal who we are,” she says.Romanowska’s colorful works are on view through September 4 at the Overture Center in Madison, and she’ll have a few pieces in an upcoming group show at Higher Art Gallery in Traverse City. See which sculptures are available to add to your own collection on Instagram.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowksa-9.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowska-2-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowska-4.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowska-3-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowska-10.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowska-11.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/romanowksa-6.jpg
4,https://www.thisiscolossal.com/2022/07/tim-okamura-portraits/,"Set Against a Backdrop of World Events, Tim Okamura’s Bold Portraits Emanate Commanding Energy","July 19, 2022",Grace Ebert,['Art'],"['#acrylic painting', '#oil painting', '#painting', '#portraits', '#Tim Okamura', '#acrylic painting', '#oil painting', '#painting', '#portraits', '#Tim Okamura']","Marked with visible brushstrokes and drips of paint, the portraits of  Tim Okamura (previously) blend realistic portrayals of his subjects with the fervent, unrestrained qualities of street art. The Japanese-Canadian artist, who recently moved his studio from Brooklyn to Queens, centers his practice around storytelling and honing in on the distinctive energies of those he paints.Much of Okamura’s portraiture develops in series, whether as the Healthcare Heroes collection devoted to the nurses and doctors working tirelessly throughout the pandemic or the commanding figures of the ongoing Women Warriors—many of these works will be on view as a solo exhibition in September of 2023 at Pittsburgh’s August Wilson African American Cultural Center. Rendered primarily in oil with the occasional acrylic or spray paint addition, the pieces capture the raw nature of Okamura’s process and the distinctive, powerful presence of his subjects.If you’re in Los Angeles, visit the Academy Museum to view the artist’s portrait of the late writer Toni Morrison. Otherwise, find more of his paintings on his site and Instagram, and browse limited-edition prints in his shop.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-5.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-2-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-3-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-4.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-1.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-6.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/okamura-7.jpg
5,https://www.thisiscolossal.com/2022/07/jason-rinehart-rainbow-lightning/,A Stunning Double Rainbow Frames a Lightning Bolt as It Strikes the Mountainous Virginia Horizon,"July 19, 2022",Grace Ebert,['Photography'],"['#Jason Rinehart', '#lightning', '#rainbows', '#weather', '#Jason Rinehart', '#lightning', '#rainbows', '#weather']","During what he thought would be a routine storm-chasing expedition in Virginia last week, photographer Jason Rinehart visited an overlook within the Blue Ridge Mountains. He was hoping to capture the ominous shelf cloud leading that night’s torrent but instead found himself witnessing an unusually lucky sight: as the rain broke during twilight, a double rainbow emerged over the horizon, an already stunning phenomenon made more serendipitous when it was punctured by a bright lightning bolt in the distance. Rinehart captured the perfectly timed moment in a striking photo, which is now part of his extensive archive of landscapes and long-exposure light paintings that you can find on Instagram. (via PetaPixel) Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/rinehart.jpg
6,https://www.thisiscolossal.com/2022/07/acorn-timelapse/,An Elegant Timelapse Captures an Oak from Acorn to Tree in 196 Days,"July 18, 2022",Christopher Jobson,"['Photography', 'Science']","['#plants', '#timelapse', '#trees', '#video', '#plants', '#timelapse', '#trees', '#video']","In this brief timelapse, a single acorn germinates from seed to sapling during a period of 196 days, transferred carefully from vessel to vessel as it sprouts. The simple yet wondrous clip is just one of many plant-growing timelapses produced by the Youtube channel Boxlapse (also on Instagram) where you’ll find a new release almost every weekday. The videos include all manner of plants and fungi captured in interesting ways, including the growth of a mango tree during a yearlong period or the first 113 days of a dragon fruit cactus, seen below.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",
7,https://www.thisiscolossal.com/2022/07/tag-smith-wooden-birds/,Realistic Bird Busts and Portraits Slot Pieces of Wood into Jigsaw-Like Sculptures,"July 18, 2022",Grace Ebert,"['Art', 'Craft']","['#assemblage', '#birds', '#feathers', '#sculpture', '#T.A.G. Smith', '#wood', '#assemblage', '#birds', '#feathers', '#sculpture', '#T.A.G. Smith', '#wood']","Similar to the decorative art of marquetry, intarsia involves compressing cut pieces of wood into a tight, solid structure. Because of the size of the components, the latter technique produces more three-dimensional forms that tend to be fastened with dabs of glue.British artist T.A.G. Smith employs this assemblage method when sculpting his small bird busts, portraits, and single feathers encased in boxes. Each piece begins with a digital rendering, followed by Smith carving shapes from myriad types of wood, allowing the color and grain of the materials to determine its placement in the final form. The resulting sculptures, which Smith likens to a jigsaw puzzle, combine anywhere from six to more than 600 individual pieces into sleek, realistic depictions of eagles, hawfinches, and puffins.Currently, the artist is adding to his series of bird portraits, and you can follow his progress on Instagram, where he also shares information about works available for purchase on Etsy.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-6.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-3.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-5.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-7.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-1.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-2.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/smith-4.jpg
8,https://www.thisiscolossal.com/2022/07/carlos-cabo-ceramic-sculptures/,A Diverse Array of Textures Cloak Abstract and Figurative Ceramics by Artist Carlos Cabo,"July 18, 2022",Grace Ebert,['Art'],"['#Carlos Cabo', '#ceramic', '#clay', '#sculpture', '#Carlos Cabo', '#ceramic', '#clay', '#sculpture']","More than form or color, texture is what preoccupies Carlos Cabo as he sculpts. The Spanish artist, who lives and works in Salinas, is drawn to the tactile qualities of clay and the possibilities inherent in its malleability. Texture “is what gives (a work) personality, what individualizes it, and essentially differentiates it from other similar pieces,” he says. “I would dare to say that the texture is more than the skin of the piece. It is the representation of its genetic code.”From masses of the natural material sourced from the countryside, he shapes tall, slender figures wearing pocked gowns, abstract pieces that twist upward, and minimal owl-like creatures, some with sleek feathers and others with rough, bumpy plumage. Each ceramic piece is carefully molded, fired, and covered in terra sigillata, the lustrous clay slip coating that functions similarly to a glaze while not masking the texture of the sculpture’s surface.In a note to Colossal, Cabo shares that his desire to vary the tactile parts of his practice stems from his childhood. He explains:To explore more of Cabo’s body of work, visit his site and Instagram.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-1.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-2.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-6.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-3.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-8.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-5.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/cabo-7.jpg
9,https://www.thisiscolossal.com/2022/07/michael-velliquette-paper-sculptures/,Gears and Architectural Structures Emerge from Michael Velliquette’s Meditative Paper Sculptures,"July 16, 2022",Gabrielle Lawrence,['Art'],"['#architecture', '#Michael Velliquette', '#paper', '#sculpture', '#architecture', '#Michael Velliquette', '#paper', '#sculpture']","One look at Michael Velliquette’s paper sculptures, and you may find yourself lost in the majesty of the construction—feeling the intricate gears, fanning geometric arches, and echoing layers churning inside of you.A circle is more than it appears in his works as it spirals into a chamber of other shapes. Each interpretation expands its form from the structural foundation to the tip of an accentual cut. As Velliquette (previously) describes: “I start out cutting small concentric shapes and layering them. That becomes the center. I then build more elaborate components that respond to the previous ones and then build out from there. I call it ‘slow-motion’ improvisation.”Velliquette’s paper sculptures are not all about shape, though. The works’ bronze and metallic colors absorb the viewer’s attention as seen in “My soul is alight with your infinitude of stars,” As Velliquette shares, “color [a]ffects mood,” and since he arrives at the final structure of the piece methodically and organically, hue also guides the meditative experience of his work, imbuing each sculpture with its special character. Velliquette spends 300 to 500 hours on each sculpture using mainly basic straight-edge scissors and X-Acto knives. He says:There is a parallel in something like paper, a material that exists somewhere between strength and fragility, and the kind of play that triggers concentration. Both are vulnerable: paper in its duality and concentration in that it massages the subconscious in its meditative state. All energy is channeled into working on the task at hand, and at the same time, especially with art, something deeper on the inside is being stretched, worked out, and unbuttoned. Where nothing (or very little) is happening, so is everything.For example, in “The fullness of experience in the emptiness of awareness,” the eye-level view is an astounding accomplishment. Its structure evokes mythical qualities, and it tugs at the imagination. However, it’s the aerial view—the inner workings—that evoke trance and wonder, the vastness of concentration and deep observation, the reminder that bodies will breathe all on their own. When all is said and done, something beautifully intricate will come of our simple and everyday efforts.Find more of Velliquette’s work on his site and Instagram.  Do stories and artists like this matter to you? Become a Colossal Member today and support independent arts publishing for as little as $5 per month. You'll connect with a community of like-minded readers who are passionate about contemporary art, read articles and newsletters ad-free, sustain our interview series, get discounts and early access to our limited-edition print releases, and much more. Join now!",https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-6.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-2.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-3.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-5.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-4.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-7.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-1-scaled.jpg https://www.thisiscolossal.com/wp-content/uploads/2022/07/velliquette-8.jpg
